Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) cht1,Coverage (%) cht2,Coverage (%) cht3,Coverage (%) cht4,Coverage (%) cht5,Coverage (%) cht6,Coverage (%) cht7,Coverage (%) cht8,Coverage (%) cht9,Coverage (%) cht10,Coverage (%) el1,Coverage (%) el2,Coverage (%) el3,Coverage (%) el4,Coverage (%) el5,Coverage (%) el6,Coverage (%) el7,Coverage (%) el8,Coverage (%) el9,Coverage (%) el10,Coverage (%) lp1,Coverage (%) lp2,Coverage (%) lp3,Coverage (%) lp4,Coverage (%) lp5,Coverage (%) lp6,Coverage (%) lp7,Coverage (%) lp8,Coverage (%) lp9,Coverage (%) lp10,Coverage (%) trp1,Coverage (%) trp2,Coverage (%) trp3,Coverage (%) trp4,Coverage (%) trp5,Coverage (%) trp6,Coverage (%) trp7,Coverage (%) trp8,Coverage (%) trp9,Coverage (%) trp10,Area cht1,Area cht2,Area cht3,Area cht4,Area cht5,Area cht6,Area cht7,Area cht8,Area cht9,Area cht10,Area el1,Area el2,Area el3,Area el4,Area el5,Area el6,Area el7,Area el8,Area el9,Area el10,Area lp1,Area lp2,Area lp3,Area lp4,Area lp5,Area lp6,Area lp7,Area lp8,Area lp9,Area lp10,Area trp1,Area trp2,Area trp3,Area trp4,Area trp5,Area trp6,Area trp7,Area trp8,Area trp9,Area trp10,#Peptides,#Unique,#Spec cht1,#Spec cht2,#Spec cht3,#Spec cht4,#Spec cht5,#Spec cht6,#Spec cht7,#Spec cht8,#Spec cht9,#Spec cht10,#Spec el1,#Spec el2,#Spec el3,#Spec el4,#Spec el5,#Spec el6,#Spec el7,#Spec el8,#Spec el9,#Spec el10,#Spec lp1,#Spec lp2,#Spec lp3,#Spec lp4,#Spec lp5,#Spec lp6,#Spec lp7,#Spec lp8,#Spec lp9,#Spec lp10,#Spec trp1,#Spec trp2,#Spec trp3,#Spec trp4,#Spec trp5,#Spec trp6,#Spec trp7,#Spec trp8,#Spec trp9,#Spec trp10,PTM,Avg. Mass,Description
1574,1603,P54105|ICLN_HUMAN,94.08,41,4,4,0,4,4,4,4,4,0,4,4,9,4,4,4,4,4,18,4,22,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,14,5,5.5203E5,6.7265E5,,6.708E5,7.0759E5,6.598E5,6.0647E5,6.375E5,,7.2336E5,5.1347E5,9.4296E5,5.6535E5,5.4354E5,6.0094E5,6.6608E5,6.9756E5,1.2123E6,1.4813E6,4.8033E6,,,,,,,,,,,7.5512E5,1.0913E6,1.0432E6,9.2916E5,8.2967E5,5.219E5,6.6664E5,1.1724E6,1.9225E6,1.3776E6,8,8,1,1,0,1,1,1,1,1,0,1,1,2,1,1,1,1,1,3,1,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,,26215,Methylosome subunit pICln OS=Homo sapiens OX=9606 GN=CLNS1A PE=1 SV=1
1823,1830,Q16186|ADRM1_HUMAN,93.98,36,4,8,4,4,4,4,4,4,4,4,0,0,4,0,0,0,9,0,15,23,0,11,0,0,0,6,0,10,6,0,0,0,0,0,2,0,4,0,0,0,4.8916E5,1.974E6,8.7265E5,9.0269E5,8.0545E5,8.1681E5,8.3935E5,8.724E5,9.5489E5,9.5225E5,,,1.881E5,,,,1.1984E6,,6.5347E6,1.2059E7,,1.1634E6,,,,1.4112E6,,1.8433E6,1.004E6,,,,,,1.0639E5,,9.8105E5,,,,13,13,1,2,1,2,1,1,1,1,1,1,0,0,1,0,0,0,2,0,4,7,0,2,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,0,,42153,Proteasomal ubiquitin receptor ADRM1 OS=Homo sapiens OX=9606 GN=ADRM1 PE=1 SV=2
1493,1788,Q9BSH4|TACO1_HUMAN,93.95,46,0,4,0,0,4,4,0,7,0,0,0,0,0,0,0,2,0,0,11,2,5,4,9,13,10,10,11,6,0,3,3,7,10,13,13,16,10,3,16,25,,0,,,0,0,,5.2742E5,,,,,,,,4.1276E5,,,5.6376E6,1.4198E6,7.1935E5,4.6291E5,1.0409E6,1.9508E6,2.2258E6,2.0161E6,1.7329E6,1.2648E6,,4.4537E5,2.5579E5,1.3321E6,2.1862E6,2.2162E6,1.9768E6,1.8246E6,1.2199E6,4.6614E5,3.2455E6,6.0253E6,16,16,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,3,1,1,1,2,3,2,2,2,1,0,1,1,2,3,3,3,4,3,1,3,6,,32477,Translational activator of cytochrome c oxidase 1 OS=Homo sapiens OX=9606 GN=TACO1 PE=1 SV=1
1588,1433,Q92542|NICA_HUMAN,93.93,17,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,4,3,4,5,6,3,4,3,9,9,,,,,,,,,2.6069E5,,,,,0,,2.5444E5,5.3709E5,,3.9567E6,2.2718E6,,,,,,,,,,,1.0634E6,1.5719E6,1.465E6,1.3017E6,2.1548E6,7.4156E5,1.1846E6,1.6794E6,4.3464E6,3.6277E6,12,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,3,2,3,5,4,2,3,2,5,5,,78411,Nicastrin OS=Homo sapiens OX=9606 GN=NCSTN PE=1 SV=2
1664,1624,Q96S52|PIGS_HUMAN,93.93,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,0,0,0,0,0,0,0,4,7,9,4,4,4,4,4,9,6,,,,,,,,,,,,,,,,,1.1829E6,,3.3952E6,6.0017E6,,,,,,,,,,,6.5279E5,7.2498E5,1.2189E6,6.6792E5,6.4997E5,3.3117E5,3.802E5,8.3805E5,1.3485E6,1.0104E6,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,2,3,4,2,2,2,2,2,4,3,,61656,GPI transamidase component PIG-S OS=Homo sapiens OX=9606 GN=PIGS PE=1 SV=3
1843,1805,Q12765|SCRN1_HUMAN,93.92,16,2,2,2,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,2,6,0,6,3,3,0,0,3,6,6,3.0856E5,3.6372E5,4.2334E5,3.663E5,4.2223E5,4.1014E5,3.7266E5,3.8295E5,,4.075E5,,,,,,,,,8.9387E5,1.2135E6,,,,,,,,,,1.7973E5,6.7871E5,,7.047E5,3.0876E5,3.4217E5,,,3.9952E5,9.9309E5,9.6622E5,6,6,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,2,1,1,0,0,1,2,2,,46382,Secernin-1 OS=Homo sapiens OX=9606 GN=SCRN1 PE=1 SV=2
1973,1734,Q8TAQ2|SMRC2_HUMAN,93.92,16,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,4,4,1,0,1,0,1,1,2,2,2,1,2,0,1,1,3,1,0,1,1,3,,,,,2.77E5,2.8039E5,,,,,1.342E5,1.8123E5,1.8725E5,1.5604E5,,1.8482E5,4.3092E5,2.009E5,4.8793E6,4.12E6,4.2755E5,,2.47E5,,3.0427E5,3.1394E5,4.3963E5,9.791E5,4.8196E5,3.2158E5,6.4685E5,,5.6195E5,4.8589E5,5.4649E5,1.1568E5,,6.2838E5,6.267E5,6.9802E5,16,16,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,4,4,1,0,1,0,1,1,2,2,2,1,2,0,1,1,2,1,0,1,1,2,,132879,SWI/SNF complex subunit SMARCC2 OS=Homo sapiens OX=9606 GN=SMARCC2 PE=1 SV=1
1637,1932,Q9UK76|JUPI1_HUMAN,93.90,60,10,0,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,9,0,0,7,7,34,34,7,7,0,7,7,7,26,26,26,0,10,0,10,26,16,22,6.3636E5,,,,,,,,,8.5113E5,,,,2.8826E5,,,,3.8078E5,,,2.3659E5,3.53E5,1.3016E6,1.2888E6,4.4991E5,3.0091E5,,2.84E5,4.3281E5,3.3636E5,2.2883E6,2.8282E6,2.5585E6,,8.3633E5,,4.3063E5,2.8094E6,2.1422E6,2.4924E6,7,7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,2,2,1,1,0,1,1,1,2,2,2,0,1,0,1,2,1,2,,16015,Jupiter microtubule associated homolog 1 OS=Homo sapiens OX=9606 GN=JPT1 PE=1 SV=3
1650,1727,O75521|ECI2_HUMAN,93.69,18,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,5,5,2,5,0,8,3,3,8,3,3,3,3,3,8,8,2,7,0,6,0,2,7,11,13,,,,,,,,,,,3.6731E5,3.7981E5,3.5987E5,2.9926E5,3.4067E5,6.7352E5,1.4531E6,3.7715E5,3.6287E6,,8.1524E5,4.4133E5,6.4409E5,1.6314E6,8.7111E5,7.3768E5,8.24E5,6.1352E5,9.6937E5,2.0629E6,5.7726E5,3.3237E5,8.873E5,,4.8869E5,,1.399E5,8.212E5,1.8841E6,2.2233E6,8,8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,2,0,2,1,1,2,1,1,1,1,1,2,2,1,2,0,2,0,1,2,2,3,,43585,Enoyl-CoA delta isomerase 2 OS=Homo sapiens OX=9606 GN=ECI2 PE=1 SV=4
1719,1416,O76031|CLPX_HUMAN,93.60,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0,2,0,0,0,0,0,4,8,11,6,6,7,2,4,7,16,12,,,,,,,,,,,,,,,,2.2758E5,4.1511E5,,1.9701E6,1.9249E6,,,,2.8953E5,,,,,,5.2188E5,1.2871E6,2.7505E6,1.1445E6,1.1563E6,8.8082E5,1.8898E5,4.6323E5,1.9767E6,3.9322E6,2.4771E6,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,1,0,0,0,0,0,1,4,6,3,3,3,1,2,4,7,6,,69224,ATP-dependent Clp protease ATP-binding subunit clpX-like  mitochondrial OS=Homo sapiens OX=9606 GN=CLPX PE=1 SV=2
1905,1590,Q6P1J9|CDC73_HUMAN,93.44,21,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,2,2,2,5,0,0,0,0,0,5,0,0,5,7,9,6,4,8,2,4,4,4,4,,,,,,,,,4.4545E4,,,,,1.4403E5,,,2.7361E5,1.5461E5,7.8227E5,6.3415E5,1.1517E5,,,,,,1.1686E5,,,2.7915E5,1.0723E6,1.406E6,1.0834E6,5.9482E5,1.2989E6,0,2.9333E5,3.4304E5,3.9824E5,3.9388E5,10,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,4,5,3,2,4,1,2,2,2,2,,60577,Parafibromin OS=Homo sapiens OX=9606 GN=CDC73 PE=1 SV=1
1699,1703,P35249|RFC4_HUMAN,93.42,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,5,0,0,0,4,0,0,0,0,0,0,17,6,10,9,15,8,0,17,14,8,,,,,,,,,,3.1118E5,,,,,,,,,2.5473E6,3.664E5,,,,1.6212E5,,,,,,,1.99E6,7.289E5,1.617E6,1.4986E6,1.7717E6,7.1261E5,,1.8924E6,2.6274E6,1.5415E6,13,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,6,2,4,3,5,3,0,6,5,3,,39682,Replication factor C subunit 4 OS=Homo sapiens OX=9606 GN=RFC4 PE=1 SV=2
1327,1921,O14602|IF1AY_HUMAN,93.38,57,0,0,0,0,10,0,0,6,0,0,15,15,6,6,15,15,6,15,15,36,0,7,7,7,14,7,14,7,14,7,18,26,18,7,7,18,11,18,26,26,,,,,7.0222E5,,,1.3802E6,,,2.3916E6,2.4826E6,1.0373E6,1.0666E6,2.3677E6,2.7062E6,1.0298E6,2.5145E6,3.6646E6,6.9023E6,,1.4521E5,5.1685E5,1.068E6,2.02E6,9.4939E5,7.2974E5,7.7874E5,2.1139E6,8.8162E5,2.1936E6,4.552E6,2.9356E6,1.2375E6,1.6404E6,9.8358E5,8.072E5,3.5306E6,5.064E6,4.7506E6,10,10,0,0,0,0,1,0,0,1,0,0,2,2,1,1,2,2,1,2,2,3,0,1,1,2,2,1,2,1,2,1,3,5,2,1,2,2,1,4,4,4,,16442,Eukaryotic translation initiation factor 1A  Y-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AY PE=1 SV=4
1327,1922,P47813|IF1AX_HUMAN,93.38,57,0,0,0,0,10,0,0,6,0,0,15,15,6,6,15,15,6,15,15,36,0,7,7,7,14,7,14,7,14,7,18,26,18,7,7,18,11,18,26,26,,,,,7.0222E5,,,1.3802E6,,,2.3916E6,2.4826E6,1.0373E6,1.0666E6,2.3677E6,2.7062E6,1.0298E6,2.5145E6,3.6646E6,6.9023E6,,1.4521E5,5.1685E5,1.068E6,2.02E6,9.4939E5,7.2974E5,7.7874E5,2.1139E6,8.8162E5,2.1936E6,4.552E6,2.9356E6,1.2375E6,1.6404E6,9.8358E5,8.072E5,3.5306E6,5.064E6,4.7506E6,10,10,0,0,0,0,1,0,0,1,0,0,2,2,1,1,2,2,1,2,2,3,0,1,1,2,2,1,2,1,2,1,3,5,2,1,2,2,1,4,4,4,,16460,Eukaryotic translation initiation factor 1A  X-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AX PE=1 SV=2
1705,1720,Q16864|VATF_HUMAN,93.23,78,0,11,0,0,0,0,0,0,0,19,23,11,23,11,0,11,11,12,11,23,0,0,0,8,8,0,8,0,0,0,39,39,39,17,8,39,30,17,50,50,,4.396E5,,,,,,,,1.1813E6,2.2481E6,4.7115E5,2.1887E6,4.7289E5,,6.3725E5,6.9992E5,1.7059E6,9.3242E5,4.0567E6,,,,3.1662E5,5.2164E5,,3.5536E5,,,,1.4042E6,3.0977E6,1.8483E6,3.9204E5,4.3671E5,1.0872E6,8.3509E5,1.4476E6,3.9592E6,2.6129E6,10,10,0,1,0,0,0,0,0,0,0,2,2,1,2,1,0,1,1,1,1,2,0,0,0,1,1,0,1,0,0,0,3,3,3,2,1,3,2,2,5,4,,13370,V-type proton ATPase subunit F OS=Homo sapiens OX=9606 GN=ATP6V1F PE=1 SV=2
1721,1471,P49189|AL9A1_HUMAN,93.23,29,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,3,6,0,0,0,2,0,0,7,0,0,7,7,10,7,5,9,4,5,6,7,5,2.2647E5,,,,,,,,3.9217E5,,,,,,,,2.0876E6,,1.6946E6,2.3599E6,,,,2.6508E5,,,1.1527E6,,,2.235E6,4.5753E5,8.0267E5,3.8467E5,5.9616E4,5.3553E5,1.2951E5,1.3874E5,1.4593E5,4.2055E5,3.3744E5,13,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,0,0,2,0,0,2,4,5,4,3,4,2,3,3,3,2,,53802,4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH9A1 PE=1 SV=3
1857,1609,Q5TAP6|UT14C_HUMAN,93.22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,0,2,1,0,1,2,1,5,4,2,3,5,0,0,1,5,5,,,,,,,,,,,,,,,,,,,,4.594E5,5.1693E4,1.375E5,6.6199E5,,8.5172E5,,,,1.6742E6,,,,,,,,,,,,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,2,1,0,1,2,1,3,3,2,2,3,0,0,1,3,3,,87188,U3 small nucleolar RNA-associated protein 14 homolog C OS=Homo sapiens OX=9606 GN=UTP14C PE=1 SV=1
1499,1523,Q9BUP3|HTAI2_HUMAN,93.21,31,0,5,0,5,0,0,0,5,5,5,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,6,10,14,14,10,10,14,13,17,14,18,,7.7967E5,,8.5308E5,,,,9.1949E5,9.2215E5,7.6136E5,,,,,,,,,1.192E6,,,,3.2661E5,,,,,,,5.5041E5,4.304E5,2.2144E6,3.211E6,1.5936E6,1.425E6,2.2059E6,1.2615E6,1.1183E6,1.2638E6,5.8568E6,11,11,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,5,4,2,3,4,3,6,3,5,,27049,Oxidoreductase HTATIP2 OS=Homo sapiens OX=9606 GN=HTATIP2 PE=1 SV=2
1759,1500,Q16762|THTR_HUMAN,93.19,35,0,4,4,4,8,0,0,0,0,8,0,0,0,0,0,0,4,4,20,20,0,0,0,0,0,8,0,0,0,0,11,12,13,13,6,6,15,13,11,7,,2.6569E5,4.3042E5,3.6736E5,6.5185E5,,,,,5.707E5,,,,,,,5.8064E5,2.3887E5,8.1241E6,7.0655E6,,,,,,6.0622E5,,,,,2.0843E6,2.2572E6,2.4074E6,2.3073E6,1.1951E6,7.1899E5,1.4267E6,2.8377E6,2.2581E6,1.0099E6,13,13,0,1,1,1,2,0,0,0,0,2,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,1,0,0,0,0,3,2,3,3,1,1,3,3,2,2,,33429,Thiosulfate sulfurtransferase OS=Homo sapiens OX=9606 GN=TST PE=1 SV=4
1986,2224,Q9Y3D3|RT16_HUMAN,93.15,38,0,0,0,0,13,13,13,13,0,0,0,0,0,0,0,0,0,0,6,6,13,26,12,12,12,13,0,0,0,0,19,6,19,19,0,13,6,19,19,19,,,,,9.4732E5,1.0734E6,7.3127E5,9.5791E5,,,,,,,,,,,9.8427E5,8.8474E5,7.8967E5,1.087E6,8.5255E5,1.3496E6,7.8677E5,6.9763E5,,,,,2.3357E6,1.6083E6,3.3278E6,3.1278E6,,9.1965E5,8.7761E5,3.6542E6,3.9617E6,3.9405E6,6,6,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,0,0,0,0,2,1,2,2,0,1,1,2,2,2,,15345,28S ribosomal protein S16  mitochondrial OS=Homo sapiens OX=9606 GN=MRPS16 PE=1 SV=1
1761,1636,Q13753|LAMC2_HUMAN,93.10,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,4,2,4,0,1,4,4,4,,,,6.2204E4,,,,,,,,,,,,,,,,8.1805E5,,,,,,,,,,4.3202E5,4.6502E5,1.8574E6,1.4199E6,4.9339E5,1.0999E6,,3.2676E5,1.8936E6,1.4046E6,1.6458E6,10,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,4,2,4,0,1,4,4,4,,130976,Laminin subunit gamma-2 OS=Homo sapiens OX=9606 GN=LAMC2 PE=1 SV=2
1829,1666,Q99816|TS101_HUMAN,93.09,30,0,0,0,2,0,0,0,0,0,0,0,0,0,4,4,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,6,6,14,15,6,3,3,19,11,10,,,,2.8003E5,,,,,,,,,,1.0601E5,1.5073E5,,,1.6688E5,4.9758E5,,,,,3.8025E5,,,,,,,7.8255E5,8.7366E5,2.0076E6,1.6535E6,6.7911E5,1.6185E5,2.321E5,2.7149E6,2.1143E6,1.7293E6,10,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,2,4,5,2,1,1,6,3,3,,43944,Tumor susceptibility gene 101 protein OS=Homo sapiens OX=9606 GN=TSG101 PE=1 SV=2
1974,2061,P15104|GLNA_HUMAN,93.07,19,0,0,0,0,0,2,0,2,2,0,2,2,2,0,0,0,5,2,3,3,0,0,0,0,0,0,0,0,0,0,8,5,5,5,11,8,5,5,8,8,,,,,,2.0069E5,,2.0464E5,1.8826E5,,2.7743E5,2.386E5,2.808E5,,,,3.7692E5,2.8571E5,7.3008E5,1.6651E6,,,,,,,,,,,4.8581E5,5.6262E5,6.1379E5,3.5575E5,1.0159E6,4.858E5,2.7624E5,4.5266E5,2.281E6,1.266E6,10,10,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,2,1,1,3,2,,42064,Glutamine synthetase OS=Homo sapiens OX=9606 GN=GLUL PE=1 SV=4
1873,1890,Q06481|APLP2_HUMAN,93.00,13,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,4,4,0,0,0,2,0,0,0,0,0,0,2,2,2,3,2,1,2,2,4,7,,,,2.7556E5,,,,3.1173E5,,,,,,,,,1.5062E6,,5.1898E6,4.5639E6,,,,2.1597E6,,,,,,,4.7962E5,6.3991E5,6.2855E5,5.1872E5,4.7843E5,,2.3407E5,7.8833E5,1.5623E6,1.7066E6,10,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,0,0,0,0,0,0,1,1,1,2,1,1,1,1,2,4,,86956,Amyloid-like protein 2 OS=Homo sapiens OX=9606 GN=APLP2 PE=1 SV=2
1906,1745,Q13177|PAK2_HUMAN,93.00,25,0,0,0,0,1,0,0,0,0,2,0,5,5,5,5,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,5,14,14,4,6,0,8,12,15,14,,,,,1.4935E5,,,,,1.5259E5,,5.9874E5,5.0698E5,5.0674E5,5.3509E5,,,,2.3926E6,,,,,,,,3.9423E5,,,,1.5227E6,2.7016E6,2.4467E6,1.0208E6,8.757E5,,6.8128E5,2.9903E6,3.2661E6,3.6921E6,12,12,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,3,3,1,1,0,2,3,4,4,,58043,Serine/threonine-protein kinase PAK 2 OS=Homo sapiens OX=9606 GN=PAK2 PE=1 SV=3
1337,1832,O75251|NDUS7_HUMAN,92.97,27,0,0,0,0,5,6,0,6,0,0,0,0,0,0,0,0,0,0,9,0,13,13,13,13,13,13,13,13,13,13,11,11,11,15,15,5,11,11,11,11,,,,,4.7447E5,1.9284E5,,1.0583E6,,,,,,,,,,,1.6352E6,,1.7687E6,1.3136E6,1.5133E6,2.2947E6,2.3866E6,2.001E6,2.0304E6,1.4312E6,2.2573E6,2.9214E6,2.5968E6,3.0672E6,2.7625E6,2.8645E6,2.6726E6,1.0635E6,1.5028E6,3.3308E6,3.554E6,3.8173E6,8,8,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,2,2,,23564,NADH dehydrogenase [ubiquinone] iron-sulfur protein 7  mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS7 PE=1 SV=3
1886,1449,P10301|RRAS_HUMAN,92.89,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,12,16,12,22,5,5,8,16,16,22,,,,,,,,,,,,,,,,,,,2.1924E6,,,,,,,,,,,,,2.783E5,3.2017E5,5.5729E5,,,1.686E5,2.9333E5,2.6883E5,6.5643E5,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,3,2,4,1,1,2,3,3,3,,23480,Ras-related protein R-Ras OS=Homo sapiens OX=9606 GN=RRAS PE=1 SV=1
1924,1914,Q7Z2W9|RM21_HUMAN,92.85,24,0,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,21,21,21,5,12,14,21,12,21,14,,,,,4.8767E5,,,5.2731E5,5.1915E5,,,,,,,,,,,8.7923E5,,,,,,,,,,,2.4556E6,3.137E6,3.0671E6,1.545E6,2.0068E6,1.2889E6,1.7243E6,2.737E6,4.5631E6,3.8147E6,5,5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,1,2,2,3,2,3,2,,22815,39S ribosomal protein L21  mitochondrial OS=Homo sapiens OX=9606 GN=MRPL21 PE=1 SV=2
1494,1578,Q9NWU5|RM22_HUMAN,92.62,38,4,0,4,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,12,6,21,30,21,12,15,21,16,18,30,30,1.6053E5,,2.1576E5,2.0269E5,,,2.2638E5,,2.5068E5,,,,,,,,,,,2.9803E6,,,,7.4973E5,,,,,1.0524E6,9.6691E5,3.8241E6,4.5138E6,4.3723E6,1.8435E6,2.8736E6,2.0078E6,1.7913E6,3.9378E6,6.1772E6,6.0419E6,8,8,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,4,5,4,2,3,4,3,3,5,5,,23641,39S ribosomal protein L22  mitochondrial OS=Homo sapiens OX=9606 GN=MRPL22 PE=1 SV=1
2052,1468,Q01780|EXOSX_HUMAN,92.49,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,1,0,1,0,0,0,4,0,2,2,0,2,0,0,1,7,8,,,,,,,,,,,,,,,,,3.1314E5,,2.6453E6,,1.7614E6,,,1.5522E6,,1.2283E6,,,,7.385E5,,7.4817E5,6.7604E5,,5.498E5,,,4.1379E5,1.4232E6,1.639E6,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,1,0,1,0,0,0,2,0,2,2,0,2,0,0,1,4,4,,100831,Exosome component 10 OS=Homo sapiens OX=9606 GN=EXOSC10 PE=1 SV=2
2308,2015,Q5BJF2|SGMR2_HUMAN,92.44,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0,0,0,0,0,0,0,0,0,0,13,0,5,0,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,4.1803E6,1.7391E6,,,,,,,,,,,5.7186E5,,4.9023E5,,4.1387E5,2.4877E5,,,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,,20848,Sigma intracellular receptor 2 OS=Homo sapiens OX=9606 GN=TMEM97 PE=1 SV=1
2016,1748,P17480|UBF1_HUMAN,92.42,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,3,3,5,1,6,2,1,0,0,6,6,2,,,,,,,,,,,,,,,,,,,2.0075E6,2.0892E6,,1.9299E5,,3.38E5,3.1526E5,2.296E5,2.6125E5,,5.6374E5,7.159E5,1.1916E6,4.5741E5,1.4646E6,5.3402E5,3.8066E5,,,1.954E6,1.8303E6,7.8292E5,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,2,2,3,1,4,2,1,0,0,4,4,2,,89406,Nucleolar transcription factor 1 OS=Homo sapiens OX=9606 GN=UBTF PE=1 SV=1
